File,Qualified Name,Function,Line,Kind,Scope,R12 Domain,Research Refs,Best Practice Baseline,R12 Strict Grade,R12 Remediation,Wiring Status,R12 Findings
veilbreakers_terrain/procedural_meshes.py,generate_prisoner_skeleton_mesh,generate_prisoner_skeleton_mesh,18574,function,runtime_other,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven.
veilbreakers_terrain/procedural_meshes.py,generate_summoning_circle_mesh,generate_summoning_circle_mesh,18651,function,runtime_other,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven.
veilbreakers_terrain/procedural_meshes.py,generate_ritual_candles_mesh,generate_ritual_candles_mesh,18715,function,runtime_other,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven.
veilbreakers_terrain/procedural_meshes.py,generate_occult_symbols_mesh,generate_occult_symbols_mesh,18772,function,runtime_other,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven.
veilbreakers_terrain/procedural_meshes.py,generate_cobweb_mesh,generate_cobweb_mesh,18841,function,runtime_other,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven.
veilbreakers_terrain/procedural_meshes.py,generate_spider_egg_sac_mesh,generate_spider_egg_sac_mesh,18960,function,runtime_other,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven.
veilbreakers_terrain/procedural_meshes.py,generate_rubble_pile_mesh,generate_rubble_pile_mesh,19017,function,runtime_other,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven.
veilbreakers_terrain/procedural_meshes.py,generate_hanging_skeleton_mesh,generate_hanging_skeleton_mesh,19077,function,runtime_other,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven.
veilbreakers_terrain/procedural_meshes.py,generate_rat_nest_mesh,generate_rat_nest_mesh,19185,function,runtime_other,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven.
veilbreakers_terrain/procedural_meshes.py,generate_rotting_barrel_mesh,generate_rotting_barrel_mesh,19228,function,runtime_other,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven.
veilbreakers_terrain/procedural_meshes.py,generate_treasure_chest_mesh,generate_treasure_chest_mesh,19280,function,runtime_other,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven.
veilbreakers_terrain/procedural_meshes.py,generate_gem_pile_mesh,generate_gem_pile_mesh,19391,function,runtime_other,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven.
veilbreakers_terrain/procedural_meshes.py,generate_gold_pile_mesh,generate_gold_pile_mesh,19428,function,runtime_other,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven.
veilbreakers_terrain/procedural_meshes.py,generate_lore_tablet_mesh,generate_lore_tablet_mesh,19472,function,runtime_other,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven.
veilbreakers_terrain/procedural_meshes.py,generate_deer_mesh,generate_deer_mesh,19545,function,runtime_other,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven.
veilbreakers_terrain/procedural_meshes.py,generate_wolf_mesh,generate_wolf_mesh,19674,function,runtime_other,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven.
veilbreakers_terrain/procedural_meshes.py,generate_fox_mesh,generate_fox_mesh,19774,function,runtime_other,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven.
veilbreakers_terrain/procedural_meshes.py,generate_rabbit_mesh,generate_rabbit_mesh,19863,function,runtime_other,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven.
veilbreakers_terrain/procedural_meshes.py,generate_owl_mesh,generate_owl_mesh,19936,function,runtime_other,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven.
veilbreakers_terrain/procedural_meshes.py,generate_crow_mesh,generate_crow_mesh,20028,function,runtime_other,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven.
veilbreakers_terrain/procedural_meshes.py,generate_eagle_mesh,generate_eagle_mesh,20226,function,runtime_other,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven.
veilbreakers_terrain/procedural_meshes.py,generate_bear_mesh,generate_bear_mesh,20324,function,runtime_other,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven.
veilbreakers_terrain/procedural_meshes.py,generate_horse_mesh,generate_horse_mesh,20458,function,runtime_other,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven.
veilbreakers_terrain/procedural_meshes.py,generate_chicken_mesh,generate_chicken_mesh,20586,function,runtime_other,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven.
veilbreakers_terrain/procedural_meshes.py,generate_dog_mesh,generate_dog_mesh,20678,function,runtime_other,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven.
veilbreakers_terrain/procedural_meshes.py,generate_cat_mesh,generate_cat_mesh,20797,function,runtime_other,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven.
veilbreakers_terrain/procedural_meshes.py,generate_rat_mesh,generate_rat_mesh,20902,function,runtime_other,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven.
veilbreakers_terrain/procedural_meshes.py,generate_bat_mesh,generate_bat_mesh,20976,function,runtime_other,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven.
veilbreakers_terrain/procedural_meshes.py,generate_small_spider_mesh,generate_small_spider_mesh,21058,function,runtime_other,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven.
veilbreakers_terrain/procedural_meshes.py,generate_beetle_mesh,generate_beetle_mesh,21136,function,runtime_other,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven.
veilbreakers_terrain/procedural_meshes.py,generate_frog_mesh,generate_frog_mesh,21210,function,runtime_other,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven.
veilbreakers_terrain/procedural_meshes.py,generate_snake_ambient_mesh,generate_snake_ambient_mesh,21296,function,runtime_other,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven.
veilbreakers_terrain/procedural_meshes.py,generate_turtle_mesh,generate_turtle_mesh,21391,function,runtime_other,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven.
veilbreakers_terrain/procedural_meshes.py,generate_mine_entrance_mesh,generate_mine_entrance_mesh,21483,function,runtime_other,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven.
veilbreakers_terrain/procedural_meshes.py,generate_sewer_tunnel_mesh,generate_sewer_tunnel_mesh,21641,function,runtime_other,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven.
veilbreakers_terrain/procedural_meshes.py,generate_catacomb_mesh,generate_catacomb_mesh,21785,function,runtime_other,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven.
veilbreakers_terrain/procedural_meshes.py,generate_temple_mesh,generate_temple_mesh,21891,function,runtime_other,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven.
veilbreakers_terrain/procedural_meshes.py,generate_harbor_dock_mesh,generate_harbor_dock_mesh,22085,function,runtime_other,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven.
veilbreakers_terrain/src/veilbreakers_mcp/blender_server.py,list_locations,list_locations,176,function,runtime_src,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven.
veilbreakers_terrain/src/veilbreakers_mcp/blender_server.py,dispatch,dispatch,189,function,runtime_src,generic,UE_PCG|FASTNOISELITE,"Prove runtime relevance, deterministic behavior, direct tests, caller wiring, typed contracts, and no dead/orphan code before claiming generator quality.",D+,WIRE_OR_DEPRECATE,missing_wiring_row,No callable-wiring row; runtime path is unproven.
